PK,SK,DESCRIPTION
BLACKLIST_URL,http://auth-netcoins.webflow.io/,OpenPhish
BLACKLIST_URL,https://process-centerbackup.vercel.app/,OpenPhish
BLACKLIST_URL,https://staynguest.com/5671287052,OpenPhish
BLACKLIST_URL,https://staynguest.com/6446867379,OpenPhish
BLACKLIST_URL,https://robiox.co/users/483762099/profile,OpenPhish
BLACKLIST_URL,http://amazon-clone-delta-sage.vercel.app/,OpenPhish
BLACKLIST_URL,https://www.robiox.com.py/users/383359248172/profile,OpenPhish
BLACKLIST_URL,http://gagajazz.com/BenX/56220/Login.html,OpenPhish
BLACKLIST_URL,https://84643.xyz/home,OpenPhish
BLACKLIST_URL,http://zenfallen.github.io/netflix-clone,OpenPhish
BLACKLIST_URL,http://tiendanubyx.com/spot/auth/login.php,OpenPhish
BLACKLIST_URL,http://tiendanubyx.com/spot/auth/,OpenPhish
BLACKLIST_URL,http://www.saibo08.com/,OpenPhish
BLACKLIST_URL,http://wtp-whatsapp.com.cn/,OpenPhish
BLACKLIST_URL,https://exoduspayweb3.com/,OpenPhish
BLACKLIST_URL,http://delivery.freightinternationalservices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,OpenPhish
BLACKLIST_URL,https://ledhfgy-3oghjdh.pages.dev/index.htm,OpenPhish
BLACKLIST_URL,https://ledggye09f.pages.dev/,OpenPhish
BLACKLIST_URL,https://suisssupport.github.io/overview/,OpenPhish
BLACKLIST_URL,https://zenithk-29.github.io/netflix-homepage-clone/,OpenPhish
BLACKLIST_URL,https://officiall-danaid.callcenter.biz.id/,OpenPhish
BLACKLIST_URL,https://rashisingh1.github.io/Streaming-Platform-UI-Clone/,OpenPhish
BLACKLIST_URL,https://b236g.xyz/,OpenPhish
BLACKLIST_URL,https://p113c.xyz/,OpenPhish
BLACKLIST_URL,https://84708.xyz/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/games/14024789662/A-r34-gaem-READ-DESC?privateServerLinkCode=78359795887145980215610230783247,OpenPhish
BLACKLIST_URL,http://p102q.xyz/,OpenPhish
BLACKLIST_URL,http://documentsignmessagenotices.net/alphaprmkensho/alpha,OpenPhish
BLACKLIST_URL,https://rockdesanjuan.com/my/reb/out.php,OpenPhish
BLACKLIST_URL,https://rockdesanjuan.com/my/reb/,OpenPhish
BLACKLIST_URL,https://wpclick.cc/FpJkzMcp/,OpenPhish
BLACKLIST_URL,https://netflix-clone-teal-six.vercel.app/,OpenPhish
BLACKLIST_URL,http://www.netflix-clone-teal-six.vercel.app/,OpenPhish
BLACKLIST_URL,http://ajocompany.xyz/users/1761112149/profile,OpenPhish
BLACKLIST_URL,https://www.robiox.com.py/users/158132262857/profile,OpenPhish
BLACKLIST_URL,http://swintus44.github.io/asd112s,OpenPhish
BLACKLIST_URL,http://maxim-semikov.github.io/roblox,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ht/users/393546350596/profile,OpenPhish
BLACKLIST_URL,http://prodigy-wd-05-five.vercel.app/,OpenPhish
BLACKLIST_URL,https://surl.li/vtljrs,OpenPhish
BLACKLIST_URL,http://gemini.lanlehai.top/,OpenPhish
BLACKLIST_URL,https://netfimarketing.com/fce4df96cve86946ebbaa001b61s6270e907.html,OpenPhish
BLACKLIST_URL,https://netfimarketing.com/t20f51f8ft64fa4cccaa27e694esf35529ab.html,OpenPhish
BLACKLIST_URL,http://mymailbrinksternetsergr.vercel.app/,OpenPhish
BLACKLIST_URL,http://jerohit1.github.io/1stproject,OpenPhish
BLACKLIST_URL,https://netfimarketing.com/f80e37703v40d042d6b9b4b5e5ds8b2b96b9.html,OpenPhish
BLACKLIST_URL,http://gagajazz.com/BenX/89175/Login.html,OpenPhish
BLACKLIST_URL,https://tiktok-6hy9.buzz/,OpenPhish
BLACKLIST_URL,https://www.hiewa.com.my/ntflx/,OpenPhish
BLACKLIST_URL,https://spotify-clone-lime.vercel.app/,OpenPhish
BLACKLIST_URL,http://www.spotify-clone-lime.vercel.app/,OpenPhish
BLACKLIST_URL,http://mi-etta-mask-logjin.godaddysites.com/,OpenPhish
BLACKLIST_URL,https://r.toproxy.cc/go/y2b403/03b4,OpenPhish
BLACKLIST_URL,http://kukuoiniiu_logain-us.godaddysites.com/,OpenPhish
BLACKLIST_URL,http://fearless-calendar-501570.framer.app/,OpenPhish
BLACKLIST_URL,https://datagivers.com/5d55302e9e4c65424b69f331c3fq7ec32421.html,OpenPhish
BLACKLIST_URL,https://notifyhubss.net/k269d5d807202f4f3c1871811faxc8dafee2.html,OpenPhish
BLACKLIST_URL,https://notifyhubss.net/k70bd5a53738d94bcc194a13f90x4e4366ef.html,OpenPhish
BLACKLIST_URL,http://www.amazon-clone-project-alpha.vercel.app/,OpenPhish
BLACKLIST_URL,https://nookaharshavardhan.github.io/Netflix-clone-/,OpenPhish
BLACKLIST_URL,http://usarubinn-hood-logi.godaddysites.com/,OpenPhish
BLACKLIST_URL,http://gemini-balance-0554.onrender.com/,OpenPhish
BLACKLIST_URL,http://syrinx.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,OpenPhish
BLACKLIST_URL,http://www.resolver-desk.com/,OpenPhish
BLACKLIST_URL,https://inner.website/t18573e182f54a4adfdab702a84n0eefc5ba.html,OpenPhish
BLACKLIST_URL,https://anujtomarzx.github.io/Amazon-clone/,OpenPhish
BLACKLIST_URL,https://shopifyjob.cc/,OpenPhish
BLACKLIST_URL,https://datagivers.com/f89269ef6kb0f94aefz89226951sc5989905.html,OpenPhish
BLACKLIST_URL,http://easy-bank-jjsdcghpj-blackpheonix.vercel.app/,OpenPhish
BLACKLIST_URL,https://datagivers.com/57bb55786e18614f266bf44132fq0f5eb969.html,OpenPhish
BLACKLIST_URL,https://girl.indonesiya.com/?m=1,OpenPhish
BLACKLIST_URL,http://adarshc003.github.io/Netflix-Login-,OpenPhish
BLACKLIST_URL,http://consumerproductsconference.com/2513501.doc/18a80a/fad0f483-81b2-45c6-ad47-7272058d9cb6,OpenPhish
BLACKLIST_URL,https://datagivers.com/5a59bb807e9e1b451b6b0b1b34aq17ec3bd3.html,OpenPhish
BLACKLIST_URL,http://qn5a2a.top/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/5895705844/profile,OpenPhish
BLACKLIST_URL,http://upho-ldlogx1.godaddysites.com/,OpenPhish
BLACKLIST_URL,http://sohamwagale.github.io/javascript-amazon-project,OpenPhish
BLACKLIST_URL,http://thedogacc.github.io/roblox-phishinge4,OpenPhish
BLACKLIST_URL,https://designrigoroso.com/DR_empresa/theme/can/app/login.php,OpenPhish
BLACKLIST_URL,https://pub-f2ab23569cb0428b902906f82f97d431.r2.dev/index.html?fd36be4e534fc46072b7208a35c4dd,OpenPhish
BLACKLIST_URL,http://steamrcommunity.com/tradeoffer/new/?partner=642110076984&token=TKctnbRe,OpenPhish
BLACKLIST_URL,http://j231s.xyz/,OpenPhish
BLACKLIST_URL,http://westernunion-pps.replit.app/,OpenPhish
BLACKLIST_URL,http://www.p31q.xyz/,OpenPhish
BLACKLIST_URL,http://u81f.xyz/,OpenPhish
BLACKLIST_URL,http://p42o.xyz/updatebrowser.html/,OpenPhish
BLACKLIST_URL,http://akhileshgupta12.github.io/Amazon-clone,OpenPhish
BLACKLIST_URL,http://ganesh-j-more.github.io/Amazon-Clone,OpenPhish
BLACKLIST_URL,http://workers-playground-flat-smoke-5b6b.rebeccakho101.workers.dev/,OpenPhish
BLACKLIST_URL,http://amazonclone-steel-two.vercel.app/,OpenPhish
BLACKLIST_URL,https://train.stoshiwo.solutions/0tLuP6RBnHh@w9vJE/,OpenPhish
BLACKLIST_URL,http://juank95frontentdv.github.io/netflixpay,OpenPhish
BLACKLIST_URL,https://info.cloudinfolibrary.com/c/16lv5INe5HCruE7omX9ThAnqRxU__,OpenPhish
BLACKLIST_URL,http://tragetlocax.netsons.org/track/track.php,OpenPhish
BLACKLIST_URL,http://tragetlocax.netsons.org/,OpenPhish
BLACKLIST_URL,https://84640.xyz/,OpenPhish
BLACKLIST_URL,http://raymondhlee.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,OpenPhish
BLACKLIST_URL,https://apu.jzt.temporary.site/cardiseg/tricolors/seguro.html,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/8790451807/profile,OpenPhish
BLACKLIST_URL,https://ticket-escrow.com/,OpenPhish
BLACKLIST_URL,https://codashopbgo.woqbnfkos.web.id/,OpenPhish
BLACKLIST_URL,http://www.codashopbgo.woqbnfkos.web.id/,OpenPhish
BLACKLIST_URL,https://networkid.noocuwio.sa.com/rUjEu!6F9G/,OpenPhish
BLACKLIST_URL,https://inner.website/j25254ac263f134a476896363d0rbdc775e7.html,OpenPhish
BLACKLIST_URL,https://ntp.zmqcikzyajwr.ru/Ol8@7jbmlN2OAV/,OpenPhish
BLACKLIST_URL,http://ynabioueconus-meriescs-experinces-t.vercel.app/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/2518364053/profile,OpenPhish
BLACKLIST_URL,http://abhi15072004.github.io/React-based-netflix-clone,OpenPhish
BLACKLIST_URL,http://soshandorangevocal.godaddysites.com/identifiez-vous,OpenPhish
BLACKLIST_URL,http://gg.eenet.top/,OpenPhish
BLACKLIST_URL,https://rbfcu-star.azurewebsites.net/(S(ktryccznzlae5fexoaphw1ju))/Main/Login,OpenPhish
BLACKLIST_URL,https://www.robiox.com.py/users/226431337362/profile,OpenPhish
BLACKLIST_URL,https://rbfcu-star.azurewebsites.net/(S(mt2yo0mzklbx113gty1d44zn))/Main/Login,OpenPhish
BLACKLIST_URL,http://gb.agnet.top/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/4598164377/profile,OpenPhish
BLACKLIST_URL,http://sigitagim.pro/,OpenPhish
BLACKLIST_URL,http://ecorntrading.com/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ht/users/345086250874/profile,OpenPhish
BLACKLIST_URL,http://minipayoffice.com/,OpenPhish
BLACKLIST_URL,https://att-101196.weeblysite.com/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/1706479721/profile,OpenPhish
BLACKLIST_URL,https://www.accounts-suport-contacs515009838910929.site/login,OpenPhish
BLACKLIST_URL,https://pa23sjbfak.weebly.com/,OpenPhish
BLACKLIST_URL,http://www.pa23sjbfak.weebly.com/,OpenPhish
BLACKLIST_URL,https://www.roblox.tc/games/92540464123791/TAHO-REAL?privateServerLinkCode=54107116703108621536121230628336,OpenPhish
BLACKLIST_URL,https://steamcommunitty.cc/tradeoffer/new/?partner=64210076984&token=TKctnbRe,OpenPhish
BLACKLIST_URL,https://www.robiox.com.in/users/1043751489/profile,OpenPhish
BLACKLIST_URL,https://user.fm/files/v2-2d0c33dafee70d0f37f577731ed41dad/DOCUMENT.html/,OpenPhish
BLACKLIST_URL,http://mask-sign-inmeta2.godaddysites.com/,OpenPhish
BLACKLIST_URL,https://transcendent-gelato-e9ac07.netlify.app/mna.html,OpenPhish
BLACKLIST_URL,https://cluster.criovaca.us/TPJ@5dmOdLFiLdaBlE2Ehejy/,OpenPhish
BLACKLIST_URL,https://sso-trezre-help.vercel.app/,OpenPhish
BLACKLIST_URL,http://www.sso-trezre-help.vercel.app/,OpenPhish
BLACKLIST_URL,https://gift-marathons.cc/gifts,OpenPhish
BLACKLIST_URL,https://codaashoppbg.bakoukm.web.id/,OpenPhish
BLACKLIST_URL,https://www.65r.pro/,OpenPhish
BLACKLIST_URL,http://www.m24s.xyz/,OpenPhish
BLACKLIST_URL,http://e76h.xyz/,OpenPhish
BLACKLIST_URL,http://www.e117w.xyz/,OpenPhish
BLACKLIST_URL,http://s98s.xyz/,OpenPhish
BLACKLIST_URL,https://y117j.xyz/,OpenPhish
BLACKLIST_URL,http://www.f211s.xyz/,OpenPhish
BLACKLIST_URL,https://bnmsurmtu.cfd/sanugeqa_8809/,OpenPhish
BLACKLIST_URL,http://www.roblox-creators.com/,OpenPhish
BLACKLIST_URL,https://juanpablitozito.github.io/SpotifyLogin/,OpenPhish
BLACKLIST_URL,http://f219c.xyz/,OpenPhish
BLACKLIST_URL,http://tokeu.app/,OpenPhish
BLACKLIST_URL,https://coinsecurity.ca/,OpenPhish
BLACKLIST_URL,https://regist-id.biz.id/4a.lol/Formulir-pembatalan-dan-pengajuan-paylater/,OpenPhish
BLACKLIST_URL,https://robinhoodimaging.com/breast-cancer-screening-survey/,OpenPhish
BLACKLIST_URL,https://mohammed-saqhib.github.io/Holiday,OpenPhish
BLACKLIST_URL,https://auth-secure.me/Tp4fhL9s_WfsYzyMGQ,OpenPhish
BLACKLIST_URL,https://easybanktheface.vercel.app/,OpenPhish
BLACKLIST_URL,http://www.easybanktheface.vercel.app/,OpenPhish
BLACKLIST_URL,https://store.workshopbrowsemods.com/sharedfiles/filesdetails/mac_10_poison_revenge/,OpenPhish
BLACKLIST_URL,http://www.2o72f9dnc2r1qk400ca5r6b5ub-1caca680-5d7d-4188-9c8b-7c9153649971.proof-proxy.ziflow.net/,OpenPhish
BLACKLIST_URL,http://www.codabcd.woqbnfkos.web.id/,OpenPhish
BLACKLIST_URL,https://84698.xyz/,OpenPhish
BLACKLIST_URL,https://shivasingh95.github.io/Amazon_web/,OpenPhish
BLACKLIST_URL,http://codabcd.woqbnfkos.web.id/,OpenPhish
BLACKLIST_URL,http://animation.couwikai.ru/RhC@ltFNTf33AYiTFSz/,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ht/users/345672445261/profile,OpenPhish
BLACKLIST_URL,https://kucoins.xin/,OpenPhish
BLACKLIST_URL,https://www.bcy-usa.com/,OpenPhish
BLACKLIST_URL,http://amazon-clone-pied-eight-81.vercel.app/,OpenPhish
BLACKLIST_URL,https://rabinhood-login.gitbook.io/uss/,OpenPhish
BLACKLIST_URL,http://rabinhood-login.gitbook.io/,OpenPhish
BLACKLIST_URL,https://techsupportsnumber.com/aol-tech-support,OpenPhish
BLACKLIST_URL,https://techsupportsnumber.com/dell-support/?ver=1.8.5.47,OpenPhish
BLACKLIST_URL,https://techsupportsnumber.com/wp-content/themes/zerif-lite/style.css?ver=1.8.5.47,OpenPhish
BLACKLIST_URL,https://yykmxz.cn/,OpenPhish
BLACKLIST_URL,https://www.identify-vipps.duckdns.org/,OpenPhish
BLACKLIST_URL,https://www.bcy-tmc.com/,OpenPhish
BLACKLIST_URL,https://www.balausa-la.com/,OpenPhish
BLACKLIST_URL,https://hhttps-roblox.com/users/81308525/profile,OpenPhish
BLACKLIST_URL,https://www.roblox.com.ml/users/391859682/profile,OpenPhish
BLACKLIST_URL,https://go.ly/Iwww-robIox-users,OpenPhish
BLACKLIST_URL,http://p36a.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://www.m95r.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://b107t.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://p10h.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://mfacebock.com.vn/d3yakcttij?v,OpenPhish
BLACKLIST_URL,http://p32c.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://w47d.xyz/,OpenPhish
BLACKLIST_URL,http://www.p31q.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://f219c.xyz/home,OpenPhish
BLACKLIST_URL,https://u81f.xyz/mobile-client/v5/index.html?td_channelid=226,OpenPhish
BLACKLIST_URL,http://f211s.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://e112u.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://b45036.com/,OpenPhish
BLACKLIST_URL,https://y117j.xyz/m/home,OpenPhish
BLACKLIST_URL,http://p42o.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://www.p74s.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://www.p80l.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://www.e76h.xyz/mobile-client/v5/index.html?td_channelid=1005,OpenPhish
BLACKLIST_URL,http://e117w.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://84705.xyz/,OpenPhish
BLACKLIST_URL,http://f104y.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://gift-marathons.cc/id=5947221648,OpenPhish
BLACKLIST_URL,https://www.ibragimismailov.com/index.html,OpenPhish
BLACKLIST_URL,https://wechath5-nonprod.westernunion.cloud/index.html,OpenPhish
BLACKLIST_URL,https://varunirai.github.io/Varuni6666.github.io,OpenPhish
BLACKLIST_URL,http://b214k.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://hebklfb.com/index.html,OpenPhish
BLACKLIST_URL,http://p89z.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://u82k.xyz/,OpenPhish
BLACKLIST_URL,https://y100v.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://g37w.xyz/,OpenPhish
BLACKLIST_URL,https://www.e106z.xyz/m/home,OpenPhish
BLACKLIST_URL,https://y117e.xyz/m/,OpenPhish
BLACKLIST_URL,https://facebooks.com.vn/czyx36d4zel?v,OpenPhish
BLACKLIST_URL,https://m24s.xyz/m/,OpenPhish
BLACKLIST_URL,http://f91i.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,http://e123f.xyz/,OpenPhish
BLACKLIST_URL,https://yash8006.github.io/Clone2,OpenPhish
BLACKLIST_URL,http://p45e.xyz/updateBrowser.html,OpenPhish
BLACKLIST_URL,https://rboxlab.com/pictures/?facebook.com/marketplace/3892920023998,OpenPhish
BLACKLIST_URL,https://dukungjobsumkmmitra.com/m/index,OpenPhish
BLACKLIST_URL,http://memamasck_usk.godaddysites.com/,OpenPhish
BLACKLIST_URL,https://coinbaseloginu.blogspot.com/2024/02/,OpenPhish
BLACKLIST_URL,https://onlinemail.chat/,OpenPhish
BLACKLIST_URL,https://www.b45083.com/sport/44,OpenPhish
BLACKLIST_URL,http://verizon.xqufa.cc/pay/,OpenPhish
BLACKLIST_URL,http://www.public-xi-lemon.vercel.app/,OpenPhish
BLACKLIST_URL,http://www.y112u.xyz/,OpenPhish
BLACKLIST_URL,https://tkc.qswz27dgh93.top/,OpenPhish
BLACKLIST_URL,https://nivas111.github.io/netflix-page/,OpenPhish
BLACKLIST_URL,https://apu.jzt.temporary.site/cardiseg,OpenPhish
BLACKLIST_URL,https://nathanhowe.net/myg/app/,OpenPhish
BLACKLIST_URL,http://1pdnf475eiwio.duckdns.org/ja/,OpenPhish
